food_id,item,veg_or_non_veg
fd13945,Masala Chanachur (1 kg),Veg
fd13946,Sada Chanachur (1 kg),Veg
fd13947,Sweet Chanachur (1 kg),Veg
fd13948,Mixed Chanachur (1 kg),Veg
fd13949,Mini Singara (1 kg),Veg
fd13950,Mini Kachori (1 kg),Veg
fd13951,Masala Roll (1 kg),Veg
fd13952,Badam Pakora (1 kg),Veg
fd13953,Moong Dal (1 kg),Veg
fd13954,Soan Papdi (1 kg),Veg
fd13955,Chana Chapati (1 kg),Veg
fd13956,Soyastick (1 kg),Veg
fd13957,Kaju Biscuit (1 kg),Veg
fd13958,Nimki (1 kg),Veg
fd13959,Methi Mathi (1 kg),Veg
fd13960,Boondi (1 Kg),Veg
fd13961,Shakar Paraa (1 kg),Veg
fd13962,Chura (1 kg),Veg
fd13963,Banana Chips (1 kg),Veg
fd13964,Potato Chips (1 kg),Veg
fd13965,Salted Kaju (100 Grams),Veg
fd13966,Chips (100 Grams),Veg
fd13967,Ghatia (250 Grams),Veg
fd13968,Sev (250 Grams),Veg
fd13969,Dalmot Chanachur,Veg
fd13974,Dalmot Chanachur (1 kg),Veg
fd13975,Sev (1 kg),Veg
fd13976,Gathia (1 kg),Veg
fd13992,Masala Chips (1 kg),Veg
fd13994,Salted Cashew (1 kg),Veg
fd13995,Salted Kaju (500 Grams),Veg
fd13996,Chips (200 Grams),Veg
fd13997,Banana Chips (500 Grams),Veg
fd13998,Chura (500 Grams),Veg
fd13999,Nimki (500 Grams),Veg
fd14000,Soya Sticks (400 Grams),Veg
fd14001,Moong Dal (500 Grams),Veg
fd14002,Mini Kachori (500 Grams),Veg
fd14003,Mini Singhara (500 Grams),Veg
fd14004,Ghatia (500 Grams),Veg
fd14005,Sev (500 Grams),Veg
fd14006,Dalmot Chanachur (500 Grams),Veg
fd14007,Mix Chanachur (500 Grams),Veg
fd14008,Sweet Chanachur (500 Grams),Veg
fd14009,Sada Chanachur (500 Grams),Veg
fd14010,Masala Chanachur (500 Grams),Veg
fd14013,Banana Chips (150 Grams),Veg
fd14014,Chura (250 grams),Veg
fd14015,Nimka (250 Grams),Veg
fd14016,Soya Sticks (200 Grams),Veg
fd14017,Moong Dal (250 Grams),Veg
fd14018,Badam Pakoda (250 Grams),Veg
fd14019,Masala Pakoda (250 Grams),Veg
fd14020,Mini Kachori (250 Grams),Veg
fd14021,Mini Sighara (250 Grams),Veg
fd14025,Mix Chanachur (250 gram),Veg
fd14026,Sweet Chanachur (250 gram),Veg
fd14027,Sada chanachur (250 gram),Veg
fd14028,Chanachur Masala (250 gram),Veg
fd14029,Puri Sabzi,Veg
fd14030,Sattu Paratha [1pc],Veg
fd14031,Aloo Paratha [1pc],Veg
fd14032,Gobi Paratha [1pc],Veg
fd14033,Paneer Paratha [1pc],Veg
fd14034,Matar Puri Plate,Veg
fd14037,Idli Fry,Veg
fd14039,Butter Masala,Veg
fd14040,Cheese Masala,Veg
fd14041,Butter Cheese Masala,Veg
fd14042,Onion Masala,Veg
fd14043,Butter Onion Masala,Veg
fd14045,Onion Sada,Veg
fd14046,Cheese Sada,Veg
fd14049,Spring Dosa,Veg
fd14051,Mix Uttapam,Veg
fd14054,Mysore Dosa,Veg
fd14055,Rava Dosa Masala,Veg
fd14056,Rava Dosa,Veg
fd14057,Butter Rava Masala,Veg
fd14058,Butter Rava Dosa,Veg
fd14060,Baby Corn,Veg
fd14064,Chana Chilli [Half],Veg
fd14065,Corn Chilli,Veg
fd14068,Cashew Nut Honey,Veg
fd14069,Chilli Crunchy Veg,Veg
fd14070,Masaysian Paneer,Veg
fd14073,Gavit Paneer Ginger,Veg
fd14075,Yash Special,Veg
fd14076,Steam Momo,Veg
fd14077,Chilly Momo,Veg
fd14078,Schezwan Momo [Half],Veg
fd14079,Fried Momo,Veg
fd14082,Hakka Chowmein,Veg
fd14083,Manchurian Chowmein,Veg
fd14087,Mix Spring Rice,Veg
fd14091,Mix Rice,Veg
fd14092,Veg Pasta,Veg
fd14093,Mix Pasta,Veg
fd14095,Veg Roll [Full],Veg
fd14096,Paneer Roll [Full],Veg
fd14097,Paneer Chilly Roll [Full],Veg
fd14098,Paneer Tikka Roll [Full],Veg
fd14099,Mionesse Roll [Full],Veg
fd14100,Chowmein Roll [Full],Veg
fd14101,Manchow,Veg
fd14102,Hot & Soup,Veg
fd14103,Lemon Coriander [Full],Veg
fd14104,Sweet Corn [Full],Veg
fd14105,Tianmen Soup [Full],Veg
fd14106,Fried Rice & Chilli Paneer,Veg
fd14111,Veg Atta Maggie,Veg
fd14112,Veg Maggie,Veg
fd14114,Orange Juice,Veg
fd14116,Carrot Juice,Veg
fd14117,Beetroot Juice,Veg
fd14118,Sprout Moong Dal,Veg
fd14121,Chai,Veg
fd14123,Vanilla Milk Shake,Veg
fd14124,Butter Scotch Milk Shake,Veg
fd14126,Black Current Milk Shake,Veg
fd14129,Kesar Pista Milk Shake,Veg
fd14130,KitKat Milk Shake,Veg
fd14133,Fried Rice & Mushroom Masala,Veg
fd14134,Fried Rice & Paneer Butter Masala,Veg
fd14135,Fried Rice & Matar Paneer,Veg
fd14137,Veg Biryani & Raita,Veg
fd14143,Poha,Veg
fd14145,Chaas [butter Milk],Veg
fd14146,Peach & Jasmin,Veg
fd14147,Tahiti,Veg
fd14149,Sehat Special Maggi,Veg
fd14150,Veg Butter Cheese Maggie,Veg
fd14151,Veg Cheese Atta  Maggie,Veg
fd14152,Veg Butter Atta  Maggie,Veg
fd14154,Veg Cheese Maggie,Veg
fd14155,Veg Butter Maggie,Veg
fd14157,Mosambi Juice,Veg
fd14161,Mix Fruits Juice,Veg
fd14163,X Carrot+beetroot Juice,Veg
fd14164,Bottle Gourd Juice,Veg
fd14165,Karela+cucumber+tomato+bottle G,Veg
fd14166,Cucumber+tomato+beetroot+bottl,Veg
fd14169,Red Chana Salad,Veg
fd14171,Protein Salad,Veg
fd14172,Mix Fruit Salad,Veg
fd14173,Lime Plain Sweet Corn,Veg
fd14174,Butter Masala Corn,Veg
fd14175,Chili Flakes Corn Chaat,Veg
fd14176,Schezwan Corn Chat,Veg
fd14177,Oregano Corn Chat,Veg
fd14178,Cheese N Corn Sandwich,Veg
fd14179,Sehat Special Sandwich,Veg
fd14181,Tandoori Paneer Sandwich,Veg
fd14182,Cheese Tomato Sanwich,Veg
fd14184,Veg Paneer Cheese Tikki Burger,Veg
fd14186,Veg Cheese Tikki Burger,Veg
fd14187,Veg Double Cheese Tikki Burger,Veg
fd14188,Veg Paneer Tikki Burger,Veg
fd14191,Mushroom Corn Cheese Pizza,Veg
fd14192,Crazy Italian Pizza,Veg
fd14193,Paneer Capsicum Pizza,Veg
fd14194,Veg Exotica Pizza,Veg
fd14195,Cheese Margherita Pizza [Double],Veg
fd14197,Chili Chai,Veg
fd14199,Roasted Darjeeling,Veg
fd14200,Second Flush Darjeeling,Veg
fd14201,First Flush Darjeeling,Veg
fd14202,Tulsi Mulethi,Veg
fd14203,Very Berry Fruit Punch,Veg
fd14204,Mint Pepermint Magic,Veg
fd14205,Darjeeling,Veg
fd14206,Earl Grey,Veg
fd14208,Assam,Veg
fd14209,Chamomile,Veg
fd14210,Ananda Tea,Veg
fd14211,Bliss Tisana,Veg
fd14212,Marraksh,Veg
fd14213,Turkish Apple,Veg
fd14214,Lebu Chai,Veg
fd14215,Kashmiri Kahwa,Veg
fd14216,Ayurvedic Chai,Veg
fd14218,Vanilla Coffe,Veg
fd14219,Hazelnut Coffee,Veg
fd14223,Rashpberry Milk Shake,Veg
fd14230,Pine Apple Shake,Veg
fd14231,Masala Soft Drinks,Veg
fd14232,Masala Cold Drinks,Veg
fd14234,Pan Mojito,Veg
fd14236,Blue Lagoon Mojito,Veg
fd14237,Green Mount,Veg
fd14238,Light Cold Coffee,Veg
fd14239,Dark Cold Coffee,Veg
fd14240,Chocolate Cold Coffee,Veg
fd14241,Cold Coffee with Icecream,Veg
fd14242,Whole Wheat Bread,Veg
fd14243,Multigrain Bread,Veg
fd14244,Garlic Bread (Small),Veg
fd14245,Atta Bread,Veg
fd14246,Chocolate Chip Cookies,Veg
fd14247,Nutella Sea Salt Cookie,Non-veg
fd14248,Biscotti,Non-veg
fd14249,Chocolate Doughnut,Veg
fd14250,Plain Muffin,Non-veg
fd14251,Centre Filled Chocolate Doughnut,Veg
fd14252,Banana Walnut Slice,Non-veg
fd14253,Date & Carrot Cake,Non-veg
fd14254,Mud Pie,Veg
fd14255,Eggless Butterscotch Pastry,Veg
fd14256,Rum Ball,Non-veg
fd14264,Dog Biscuit,Non-veg
fd14267,Cookies,Veg
fd14271,Pineapple Upside Down Cake,Non-veg
fd14275,Fruit Cake Eggless Slice,Veg
fd14276,Chocolate Walnut Pastry,Non-veg
fd14277,Chocolate Brownie,Veg
fd14278,Blueberry Muffin,Non-veg
fd14279,Chocolate Cup Cake,Veg
fd14280,Chocolate Boat,Veg
fd14281,Eggless Chocolate Truffle Pastry,Veg
fd14283,Eggless White Chocolate Brownie,Veg
fd14285,Eggless Chocolate Walnut Pastry,Veg
fd14286,Bread Butter Pudding,Non-veg
fd14287,Choco 2die4 Pastry,Veg
fd14288,Eggless Choco Hazelnut Pastry,Veg
fd14289,Eggless Chocolate Pastry,Veg
fd14290,Eggless Pineapple Pastry,Veg
fd14291,Eggless Black Forest Pastry,Veg
fd14292,Eggless Chocolate Tart,Veg
fd14293,Chocolate Square Pastry,Non-veg
fd14294,Butterscotch Pastry,Non-veg
fd14295,Chocolate Tear Drop Pastry,Non-veg
fd14296,White Forest Pastry,Non-veg
fd14297,Blueberry Cheese Cake,Non-veg
fd14298,Bitter Chocolate Mousse,Non-veg
fd14299,Chocolate Eclair Pastry,Non-veg
fd14300,Eggless Chocolate Fudge Brownie,Veg
fd14301,Chocolate Trifle Pudding,Non-veg
fd14303,Mushroom Corn Puff,Veg
fd14304,Chicken Envelope,Non-veg
fd14305,Chili Cheese Puff,Veg
fd14306,Aloo Mattar Puff,Veg
fd14307,Egg Puff,Non-veg
fd14309,Chicken Puff Roll,Non-veg
fd14312,Roasted Chicken Sandwich,Non-veg
fd14313,Chicken Double Decker Sandwich,Non-veg
fd14314,Spicy Veg Sandwich,Veg
fd14315,Chicken Keema Pav Sandwich,Non-veg
fd14316,Spinach Corn Sandwich,Veg
fd14317,Brown Spinach & Corn Sandwich,Veg
fd14319,Cheese & Chutney Sandwich,Veg
fd14320,Omelette Sandwich,Non-veg
fd14321,Chicken Open Sandwich,Non-veg
fd14322,Chicken Kati Roll,Non-veg
fd14323,Paneer Kati Roll,Veg
fd14324,Veg Submarine,Veg
fd14326,Veg Hot dog,Veg
fd14327,Chicken Submarine,Non-veg
fd14328,8' Mushroom And Corn Pizza,Veg
fd14330,Honey Chili Potato,Veg
fd14336,Chicken Brown Garlic Soup,Non-veg
fd14342,Veg Lemon Corinader Soup,Veg
fd14343,Veg Brown Garlic Soup,Veg
fd14350,Chilli Crispy Babycorn,Veg
fd14351,Chilli Crispy American,Veg
fd14352,Chilli Crispy Mushroom,Veg
fd14353,Chilli Crispy Chana,Veg
fd14355,Salt N Pepper Crispy Babycorn,Veg
fd14356,Salt N Pepper Crispy American,Veg
fd14357,Salt N Pepper Crispy Mushroom,Veg
fd14358,Salt N Pepper Crispy Chana,Veg
fd14359,Salt N Pepper Paneer,Veg
fd14360,Veg Mancurian,Veg
fd14361,Crispy Spicy Wings (8 Pic),Non-veg
fd14362,Boiled Chicken,Non-veg
fd14365,Chicken Bang Bang,Non-veg
fd14366,Chicken Smoked Barbecue,Non-veg
fd14368,Chilli Prawn,Non-veg
fd14369,Salt N Pepper Prawn,Non-veg
fd14371,Chiken Drums Of Haven,Non-veg
fd14374,Chicken Leg Fry,Non-veg
fd14375,Veg in Hot Garlic Souce,Veg
fd14376,Veg in Butter Garlic Souce,Veg
fd14377,Veg in Barbecue Garlic Souce,Veg
fd14378,Veg in Sweet & Sour,Veg
fd14379,Veg in Oyster Souce,Veg
fd14380,Chicken in Hot Garlic Souce,Non-veg
fd14381,Chicken in Butter Garlic Souce,Non-veg
fd14382,Chicken in Barbecue Garlic Souce,Non-veg
fd14383,Chicken in Sweet & Sour,Non-veg
fd14386,Veg Brown Garlic Fried Rice,Veg
fd14387,Veg Ginger Garlic Fried Rice,Veg
fd14388,Veg Singapuri Rice,Veg
fd14391,Chicken Freid Rice,Non-veg
fd14394,Chicken Brown Garlic Fried Rice,Non-veg
fd14395,Chicken Ginger Garlic Fried Rice,Non-veg
fd14396,Chicken Singapuri Rice,Non-veg
fd14397,Veg Hakka Noddles,Veg
fd14398,Chicken Hakka Noddles,Non-veg
fd14399,Chicken Schezwan Noddles,Non-veg
fd14400,Chicken Shanghai Noddles,Non-veg
fd14401,Chicken Brown Garlic Noddles,Non-veg
fd14406,Tandoori Biryani,Non-veg
fd14407,Soya Chaap Butter Masala,Veg
fd14408,Soya Chaap Punjabi Masala,Veg
fd14415,Veg Jhalfreezi,Veg
fd14422,Omlet Masala,Non-veg
fd14423,Omlet Curry,Non-veg
fd14425,Lasuni Chicken,Non-veg
fd14436,Mutton Keema Matar,Non-veg
fd14439,Veg Pasta Red Sauce,Veg
fd14440,Veg Pasta White Sauce,Veg
fd14441,Chicken Pasta Red Sauce,Non-veg
fd14442,Chicken Pasta White Sauce,Non-veg
fd14448,Cappuccino,Veg
fd14449,Irish Coffee,Veg
fd14452,Ferrero Rocher Shake,Veg
fd14453,Alfredo Penne Pasta,Veg
fd14457,Kit Kat Waffles,Veg
fd14458,Nutella Waffle,Veg
fd14459,Chocolate Lava Lava,Veg
fd14460,The Brownie Sundae,Veg
fd14462,Tiramisu Cheesecake Eggless Pastry,Veg
fd14463,Chocolate Walnut Eggless Brownie,Veg
fd14464,Mango Eggless Pastry,Veg
fd14465,Chocolate 3 Layer Eggless Pastry,Veg
fd14466,The Chocolate Room Truffle Balls,Veg
fd14467,Belgian Truffle Eggless Pastry,Veg
fd14468,Coco Nutella Eggless Pastry,Veg
fd14469,Chocolate Chips Eggless Pastry,Veg
fd14470,Chocolate Truffle Eggless Pastry,Veg
fd14471,Chocolate Walnut Brownie ( Pack Of 4),Veg
fd14472,Red Velvey Eggless Pastry,Veg
fd14473,Fete Chocolate Bars,Veg
fd14474,The Chocolate Room Chocolate Bars,Veg
fd14475,Chocolate Heart + Couple Gift Hamper,Veg
fd14476,Chocolate 3d Taj Mahal,Veg
fd14477,Premium Chocolate Coated Almonds,Veg
fd14478,Hot Chocolate Gift Hamper,Veg
fd14479,Belgian Chocolate Packs,Veg
fd14480,Assorted Cookie Box,Veg
fd14481,Chocolate Wooden Gift Box,Veg
fd14482,Chocolate Paper Gift Box,Veg
fd14483,Nutella Hot Chocolate,Veg
fd14484,Kitkat Hot Chocolate,Veg
fd14485,Oreo Hot Chocolate,Veg
fd14486,Brownie Hot Chocolate,Veg
fd14487,Classic,Veg
fd14488,Hazelnut,Veg
fd14489,Caramel,Veg
fd14490,Dark,Veg
fd14491,Tiramisu,Non-veg
fd14492,Orange & Cinnamon Hot Chocolate,Veg
fd14493,Mocha Hot Chocolate,Veg
fd14494,Mint,Veg
fd14496,Hot Chocolate With Marshmallows,Veg
fd14497,Nutella Cappuccino,Veg
fd14498,Kitkat Cappuccino,Veg
fd14499,Oreo Cappuccino,Veg
fd14500,Brownie Cappuccino,Veg
fd14501,Irish Cappuccino,Veg
fd14502,Mint Cappuccino,Veg
fd14503,Espresso Coffee,Veg
fd14504,Americano,Veg
fd14505,Macchiato,Veg
fd14507,Latte,Veg
fd14509,Cookie Crumble,Veg
fd14511,Flat White,Veg
fd14512,Caramel Macchiato,Veg
fd14513,Mugguccino,Veg
fd14514,Iced Cafe Americano,Veg
fd14515,Iced Diet Coffee,Veg
fd14516,Iced Cappuccino,Veg
fd14517,Coffee Frappe,Veg
fd14519,Almond Coffee,Veg
fd14520,Triple Sec Coffee,Veg
fd14521,TCRs Coffee,Veg
fd14522,Iced Caramel Macchiato,Veg
fd14523,Fusion Shake ( Kitkat + Oreo + Brownie),Veg
fd14524,Oreo Cookie Shake,Veg
fd14525,Black Forest Shake,Veg
fd14526,Cookie & Cream Shake,Veg
fd14527,Dutch Truffle Cake Shake,Veg
fd14531,M & M Shake,Veg
fd14532,Toblerone Shake,Veg
fd14533,Mars Bar Shake,Veg
fd14534,Dark Chocolate Cake Shake,Veg
fd14536,Lindt Dark Chocolate Shake,Veg
fd14537,Classic Chocolate Choctail,Veg
fd14538,Hazelnut Choctail,Veg
fd14539,Caramel Choctail,Veg
fd14540,Dark Choctail,Veg
fd14541,Tiramisu Choctail,Non-veg
fd14542,Coffee Nirvana,Veg
fd14543,Mint Split Latte,Veg
fd14544,Strawberry Choctail,Veg
fd14545,Tiramisu Mocha Frappe,Non-veg
fd14546,Oreo Mocha Frappe,Veg
fd14547,Brownie Mocha Frappe,Veg
fd14548,Double Choco Chips Frappe,Veg
fd14549,Choco Crunch Mocha Frappe,Veg
fd14550,Mocha Frappe,Veg
fd14551,Nutella Frappe,Veg
fd14552,Peanut Butter Almond Frappe,Veg
fd14554,Granita,Veg
fd14555,Mojito,Veg
fd14557,Fruit Frappe,Veg
fd14558,10' Fully Loaded Pizza,Veg
fd14559,10' Alfredo Pizza,Veg
fd14560,10' Pesto Pizza,Veg
fd14561,10' Spinach Corn & Cottage Cheese Pizza,Veg
fd14562,10' Margarita Pizza,Veg
fd14563,10' Neapolitan Pizza,Veg
fd14564,10' Veg Supreme Pizza,Veg
fd14565,10' Veg Garden Fresh Pizza,Veg
fd14566,10' Golden Delight Pizza,Veg
fd14568,10' Classic Italian Pizza,Veg
fd14569,10' Tandoori Paneer Pizza,Veg
fd14570,10' Mexican Pizza,Veg
fd14571,Pesto Panino,Veg
fd14572,Russian Panino,Veg
fd14573,Garden Fresh Panino,Veg
fd14574,Cottage Cheese Panino,Veg
fd14575,Spinach Corn & Cheese Panino,Veg
fd14576,Philly Cheese & Chilly Panino,Veg
fd14577,TCR Open House Panino,Veg
fd14578,Cheese Tomato Chilli Sandwich,Veg
fd14581,3 Tier Club Sandwich,Veg
fd14582,Italian Pasta Sandwich,Veg
fd14583,Burger-ish Sandwich,Veg
fd14584,Pesto Layered Sandwich,Veg
fd14585,Veg Junglee Sandwich,Veg
fd14586,Grilled Jalapenos Sandwich,Veg
fd14587,Peri Peri Cottage Cheese Sandwich,Veg
fd14588,Garden Fresh Sandwich,Veg
fd14589,Spicy Paneer Sandwich,Veg
fd14590,Spinach Corn & Cheese Sandwich,Veg
fd14591,Mexican Grilled Sandwich,Veg
fd14592,Tandoori Paneer Grilled Sandwich,Veg
fd14593,Baked Penne Pasta In Red Sauce,Veg
fd14594,Mediterranean Penne Pasta,Veg
fd14595,Al Fungi Penne Pasta,Veg
fd14597,Pink Sauce Penne Pasta,Veg
fd14598,TCR Sunday Mood Penne Pasta,Veg
fd14599,Agilo Olio Spaghetti,Veg
fd14600,Spaghetti Pomodoro,Veg
fd14601,Spaghetti Alfredo,Veg
fd14602,Baked Cannelloni Pasta,Veg
fd14603,Baked Mac & Cheese,Veg
fd14604,Creamy Mushroom Risotto,Veg
fd14605,Tomato Risotto,Veg
fd14606,Ravioli,Veg
fd14607,Baked Lasagna,Veg
fd14608,Cheese Nachos,Veg
fd14610,Nachos Grande,Veg
fd14611,Mexican Quesadillas,Veg
fd14612,Fajitas,Veg
fd14613,Chilaquiles,Veg
fd14614,Mexican Hot Pot,Veg
fd14615,Veg Stroganoff,Veg
fd14616,Mexican Enchiladas,Veg
fd14617,Tex Mex Burger,Veg
fd14618,TCR Classic Desi Burger,Veg
fd14619,Chilli Cottage Cheese Steak Burger,Veg
fd14620,Porto Bella Mushroom Burger,Veg
fd14621,Spinach & Corn Cheese Burger,Veg
fd14623,Italian Burger,Veg
fd14627,Potato Wedges,Veg
fd14629,Cheesy French Fries,Veg
fd14630,Salsa Mexican Fries,Veg
fd14632,Lebanese Falafel Wrap,Veg
fd14633,Spicy Cottage Cheese Wrap,Veg
fd14634,Caesar Salad Wrap,Veg
fd14635,Traditional Indian Wrap,Veg
fd14636,Mexicana Salsa Wrap,Veg
fd14637,Kumbhi Crepes,Veg
fd14638,Creamy Paneer & Capsicum Crepes,Veg
fd14639,Mexican Crepes,Veg
fd14640,Farmers Brunch,Veg
fd14641,Tandoori Paneer Garlic Bread,Veg
fd14643,Chilli And Corn Garlic Bread,Veg
fd14647,Tandoori Paneer Salad,Veg
fd14648,Garden Salad,Veg
fd14649,Hasta La Pasta Salad,Veg
fd14650,Onion & Capsicum Cheesy,Veg
fd14651,Tomato & Onion Cheesy,Veg
fd14652,Sweet Corn & Chilli Cheesy,Veg
fd14653,Choco Date Chocizza,Veg
fd14654,Choco Ecstasy Surprise Chocizza,Veg
fd14655,Nutella Banana Chocizza,Veg
fd14656,Brownie Fudge Chocizza,Veg
fd14657,Peanut Butter & White Butter Chocizza,Veg
fd14658,Banana Marshmallow Chocizza,Veg
fd14659,Black Forest Crepes,Veg
fd14660,Oreo Cream Crepes,Veg
fd14661,Our Classic Crepes,Veg
fd14662,Nutella Crepes,Veg
fd14663,Banana Nutella Crepes,Veg
fd14664,Hazelnut Sandwich,Veg
fd14665,Caramel Sandwich,Veg
fd14666,Nutella Sandwich,Veg
fd14667,Choco O Block Pancake,Veg
fd14668,Our Famous Pancake Stacks,Veg
fd14669,Vanilla And Choc Surprise Double Delight,Veg
fd14670,Death By Chocolate Pancake,Veg
fd14671,Mr Cookies Chips Pancake,Veg
fd14672,The Chunk Munk Pancake,Veg
fd14673,Hey Fruity Pancake,Veg
fd14674,Bananarama Pancake,Veg
fd14675,Melting Marshmallow Pancake,Veg
fd14677,Waffle Wonder With Of Waffle,Veg
fd14678,Sugar Rush Waffle,Veg
fd14679,Oreo Waffle,Veg
fd14680,Honey Dew Waffle,Veg
fd14682,Eskimo Waffle,Veg
fd14683,Banana Caramel Waffle,Veg
fd14684,Marsmallow Waffle,Veg
fd14685,Banana Nutella Waffles,Veg
fd14686,Molten Pudding Sundae,Veg
fd14687,Ecstasy Sundae,Veg
fd14688,Mousse Made Of Pure Chocolate Sundae,Veg
fd14689,Chocolate Chocolate Sundae,Veg
fd14692,Chocolate Mess,Veg
fd14693,Chocolate Avalanche,Veg
fd14694,Thank God Its Sundae,Veg
fd14695,Dark Fondue,Veg
fd14696,Milk Fondue,Veg
fd14697,White Fondue,Veg
fd14698,Nutella Fondue,Veg
fd14699,Caramel Fondue,Veg
fd14700,Peanut Butter Fondue,Veg
fd14701,Fruit Fondue,Veg
fd14702,Cheese Fondue Traditional Cheese Fondue,Veg
fd14703,Bread Fondue,Veg
fd14704,Curry Fondue,Veg
fd14705,Mexican Cheese Fondue,Veg
fd14706,Schezwan Potato,Veg
fd14711,Veg Chowmein (Hakka),Veg
fd14717,Veg Butter Garlic Rice,Veg
fd14721,Banoffee Pie Shake,Veg
fd14722,Freaky Waffle Shake,Veg
fd14723,Wild Chocolate Indulgence Shake,Veg
fd14724,Magical Oreo Ice Cream Bowl,Veg
fd14725,Blackforest Ice Cream Bowl,Veg
fd14726,Lotus Biscoff Ice Cream Bowl,Veg
fd14727,Mango Cake 1 Kgs,Veg
fd14728,Vanilla Cake 1/2 Kgs,Veg
fd14729,Pineapple Cake 1 kg,Veg
fd14730,White Forest 1/2 Kgs,Veg
fd14731,Black Forest Cake 1 Kgs,Veg
fd14733,Fresh Lime Water,Veg
fd14734,Black Lady Mocktail,Veg
fd14735,Smoked Mushroom Soup,Veg
fd14737,Veg Falafel Wrap,Veg
fd14739,Chicken Kathi Roll,Non-veg
fd14740,Chilli Chicken Sandwich,Non-veg
fd14742,Peri Peri Chicken Wrap,Non-veg
fd14743,Chicken Club Sandwich,Non-veg
fd14744,Mushroom & Cheese Panini,Veg
fd14746,Onion mushroom sauce burger,Veg
fd14747,8' Veg Le Bon Special Pizza,Veg
fd14748,8' Chicken Le Bon Special Pizza,Non-veg
fd14749,Veg Mexican Tomato Rice,Veg
fd14750,Veg Grilled Cottage Cheese Steak,Veg
fd14751,Grilled Chicken Steak With Choice Of Sauce,Non-veg
fd14752,Grilled Fish With Lemon Butter Garlic Sauce,Non-veg
fd14754,Black Forest Pastry (Eggless),Veg
fd14755,Red Velvet Cupcake Pastry (Eggless),Veg
fd14756,Mud Pie Pastry (Egg),Non-veg
fd14757,Rum Ball Pastry (Egg),Non-veg
fd14758,French Hearts,Veg
fd14759,Ajwain Cookies,Veg
fd14760,Extra Choco Chip,Veg
fd14761,Extra Chocolate Sauce,Veg
fd14762,Extra Whipped Cream,Veg
fd14763,Pesto Grilled Chicken Salad,Non-veg
fd14764,Marble Sponge Cake,Veg
fd14765,Dry Fruits Sponge Cake,Veg
fd14766,Tutty Frutty Sponge Cake,Veg
fd14767,Sponge Cake Choco Chip,Veg
fd14768,Cake Rusk,Veg
fd14769,Ajwain Khari,Veg
fd14770,Plain Khari,Veg
fd14771,Oats & Honey Cookies,Veg
fd14772,Choco Almond Cookies,Veg
fd14773,Choco Chip Cookies,Veg
fd14774,Tutty Frutty Cookies,Veg
fd14775,Marble Cookies,Veg
fd14776,Salted Cookies,Veg
fd14777,Coconut Cookies,Veg
fd14778,Mocha Cake 1 Kgs,Veg
fd14779,Mocha Cake 1/2 Kgs,Veg
fd14780,Coffee Praline Cake 1 Kgs,Veg
fd14781,Coffee Praline Cake 1/2 Kgs,Veg
fd14782,Mocha Almond Fudge Cake 1 Kgs,Veg
fd14783,Mocha Almond Fudge Cake 1/2 Kgs,Veg
fd14784,Vanilla Orange Truffle Cake 1 Kgs,Veg
fd14785,Vanilla Orange Truffle Cake 1/2 Kgs,Veg
fd14786,Vanilla Caramel Cake 1/2 Kgs,Veg
fd14787,Vanilla Caramel Cake 1 Kgs,Veg
fd14788,Choco Vanilla 1 Kgs,Veg
fd14789,Choco Vanilla 1/2 Kgs,Veg
fd14790,Mango Cake 1/2 Kgs,Veg
fd14792,Tiramisu 1 Kgs,Non-veg
fd14793,Strawberry Cake 1 Kgs,Veg
fd14794,Strawberry Cake 1/2 Kgs,Veg
fd14795,Blueberry Cake 1 Kgs,Veg
fd14796,Blueberry Cake 1/2 Kgs,Veg
fd14797,Orange Chocolate 1 Kgs,Veg
fd14798,Orange Chocolate 1/2 Kgs,Veg
fd14799,Vanilla Cake 1 Kgs,Veg
fd14801,Butterscotch Cake. 1kgs,Veg
fd14803,Chocolate Cake 1 Kgs,Veg
fd14804,Chocolate Cake 1/2 Kgs,Veg
fd14805,Cookie & Cream 1 Kgs,Veg
fd14806,Cookie & Cream 1/2 Kgs,Veg
fd14808,White Forest Cake 1 Kgs,Veg
fd14810,Black Forest Cake 1/2 Kgs,Veg
fd14811,Choco Chip Cake 1 Kgs,Veg
fd14813,Americano Coffee,Veg
fd14818,Classic Hot Chocolate,Veg
fd14820,Caramel Hot Chocolate,Veg
fd14821,Cookies And Cream Hot Chocolate,Veg
fd14822,Tiramisu Hot Chocolate,Veg
fd14823,Masala Softdrink,Veg
fd14828,Strawberry Bubblegum Shake,Veg
fd14829,Ice Cream Soda,Veg
fd14830,Aam Panna Mocktail,Veg
fd14831,Jaljeera Mocktail,Veg
fd14832,Mango Aqua Fresca Mocktail,Veg
fd14833,Summer Fruit Punch Mocktail,Veg
fd14835,Blue Ocean Mocktail,Veg
fd14836,Mint Virgin Mojito,Veg
fd14837,Cranberry Virgin Mojito,Veg
fd14838,Strawberry Virgin Mojito,Veg
fd14839,Strawberry Ice Cream Soda Mocktail,Veg
fd14840,Green Apple Virgin Mojito,Veg
fd14841,Pina Colada Mocktail,Veg
fd14842,Lemon Mint Cooler,Veg
fd14843,Passion Glow Mocktail,Veg
fd14844,Kiwi And Strawberry,Veg
fd14845,Veg Minestrone Soup,Veg
fd14847,Veg Cream Of Tomato Soup,Veg
